,Unnamed: 0,Name,username,twitter_link,text,likes,retweets,replies,followers,engagement_rate
512,512,Jay Shah,Jayshah_03,https://twitter.com/Jayshah_03/status/1663614788059172864#m,I wouldn't be surprised if they post a PAT of ~400-500cr in Q1 however there is literally no excitement shown by the market. What could be the next trigger? Perhaps clarity on Imbruvica could help considering that is the only big piece which could continue Revlimid level profits?,0,0,0,0,
510,510,Md. Hafiz Ullah | Data-Driven SEO Expert,hafizullah322,https://twitter.com/hafizullah322/status/1663898672017575940#m,Ibruxen 140 mg (Ibrutinib) Generic Name: Ibrutinib Manufacturer: Everest PharmaProduct Nam  Capsule: 12’s Strip / 90’s Pot Originator: Imbruvica by Pfizer Contact For Order: WhatsApp & WeChat: +8801886229488 Email: aiopharma@outlook.com https://aiopharma.com/product/ibruxen-140-mg-ibrutinib/,0,0,0,0,
509,509,Malachi Jessica,Jessica94685818,https://twitter.com/Jessica94685818/status/1664250771007741952#m,"The first BTK inhibitor, ibrutinib (Imbruvica), was  approved in 2013, and additional inhibitors have followed.",0,1,0,0,inf
456,456,"Preston Skersick, PharmD",P_SkersickRx,https://twitter.com/P_SkersickRx/status/1692162906090078397#m,10 drugs CMS likely to target for negotiations through IRA starting in 2026:  - Eliquis (BMS/Pfizer) - Xarelto (Janssen) - Januvia (Merck) - Imbruvica (Pharmacyclics) - Jardiance (BI) - Enbrel (Amgen) - Symbicort (AZ) - Ibrance (Pfizer) - Xtandi (Astellas) - Breo Ellipta (GSK),3,1,1,0,inf
472,472,Elle M. H.,AnonAutonomist,https://twitter.com/AnonAutonomist/status/1684222385837178887#m,"Thanks Steve  Also, my dad has Waldenstroms and the VA hospital is threatening to take his imbruvica away (too much $$$)  He is 82 and has lived past his 5 year prognosis with this medication !! ❤️",0,0,1,0,inf
471,471,avidresearch,avidresearch,https://twitter.com/avidresearch/status/1684245302688067591#m,$INfI should have cashed in on post-imbruvica $$ chase into heme indications (before it all fell apart),1,0,0,0,inf
470,470,FiercePharma,FiercePharma,https://twitter.com/FiercePharma/status/1684637275647545344#m,"Despite big Q2 declines for Humira and Imbruvica, AbbVie still boosts earnings guidance https://www.fiercepharma.com/pharma/abbvie-optimistic-halfway-point-humiras-year-biosimilar-attacks-lowers-estimate-biosimilar",0,1,0,0,inf
469,469,"Scrip, Citeline Commercial",PharmaScrip,https://twitter.com/PharmaScrip/status/1684821856476344320#m,AbbVie Wary Of IRA Potential Impact On Struggling Imbruvica https://bit.ly/3YfFbTV #PharmaScrip,0,0,0,0,
468,468,AlphaBronze,Alpha_Bronze,https://twitter.com/Alpha_Bronze/status/1684887675692892162#m,"Despite big Q2 declines for Humira and Imbruvica, AbbVie still boosts earnings guidance! $ABBV #pharma #biosimilar bit.ly/43G6kQZ",1,0,0,0,inf
467,467,ipharmacenter,ipharmacenter,https://twitter.com/ipharmacenter/status/1684993910354108416#m,"In the first six months of 2023, #AbbVie achieved total revenues of $26 billion; #Humira ($7.5 billion), #Skyrizi ($3.2 billion), #Imbruvica ($1.8 #billion), and #Rinvoq ($1.6 billion). https://www.ipharmacenter.com/post/top-pharmaceutical-companies-by-revenues-in-2023-big-pharma-ipharmacenter #Pharma #pharmaceutical #healthcare #globalhealth #Patientcare #news",1,1,1,0,inf
465,465,Pharmtales,thepharmtales,https://twitter.com/thepharmtales/status/1686074249058926598#m,AbbVie Raises Profit Expectations Despite Q2 Decrease In Humira And Imbruvica Sales https://pharmtales.com/abbvie-profit-up-humira-imbruvica-down/ Pharmtales | Latest News & Insights From The Pharmaceutical Industry #pharmaindustry #pharmanews #pharmaupdates #news #pharmtales #Humira #Imbruvica #Salesdecline,0,0,0,0,
464,464,Amber Tong,AmberTongPW,https://twitter.com/AmberTongPW/status/1686687828217057280#m,"BeiGene recorded tislelizumab Q2 sales in China totalling $149.5M  Brukinsa made $308M — for reference, J&J/AbbVie's Imbruvica made $907M  https://ir.beigene.com/news/beigene-accelerates-global-momentum-with-strong-second-quarter-2023-financial-results/227bf3e3-079b-4b46-9e0e-ea966ef46a75/",1,0,1,0,inf
463,463,Access Pharmaceuticals & Life Sciences,AccessBioPharma,https://twitter.com/AccessBioPharma/status/1687342730165293056#m,AbbVie saw a 4.9% sales decline due to struggles with Humira and Imbruvica but expect the combined peak sales to significantly exceed Humira's peak of $21.23bn - https://ow.ly/4Z3H50PrEPB #pharma #biopharma #pharmamanufacturing,0,0,0,0,
462,462,Aʏɴ - #RD24 🇺🇸🇮🇱,melayn2001,https://twitter.com/melayn2001/status/1688941889444032512#m,Good luck! I have CLL too. Been thru chemo but am now taking daily Imbruvica,3,0,0,0,inf
461,461,Wilson Cheung,Sanctuary_Bio,https://twitter.com/Sanctuary_Bio/status/1689087677042446336#m,"sorry to hear. (DRC) dexamethasone, rituximab, and cyclophosphamide or BTK (mainly Imbruvica).  Besides the other BTK inhibitors there hasn't been any updates iirc. So nothing new on that front",4,0,2,0,inf
460,460,The Bamboo Works,WorksBamboo,https://twitter.com/WorksBamboo/status/1689131870246854656#m,"Drug giant AbbVie has sued BeiGene for alleged patent infringement involving one of the Chinese company’s core products, Brukinsa.  Read more: https://thebambooworks.com/heated-market-for-dueling-blood-cancer-drugs-lands-beigene-in-court/ #bambooworks #bloodcancer #Cancer #BeiGene #Brukinsa #AbbieVie #Imbruvica https://www.thebambooworks.com/register/",1,1,0,0,inf
459,459,The Bamboo Works,WorksBamboo,https://twitter.com/WorksBamboo/status/1689330286071562241#m,"BeiGene’s revenue is growing fast, but it still remains deeply in the red as it continues to spend heavily on new drug development.  Read more: https://thebambooworks.com/heated-market-for-dueling....../ #bambooworks #bloodcancer #Cancer #BeiGene #Brukinsa #AbbieVie #Imbruvica https://www.thebambooworks.com/register/",1,1,0,0,inf
455,455,patesalo,patesalo_e,https://twitter.com/patesalo_e/status/1694009569058713918#m,AbbVie Sues BeiGene over Imbruvica Patent - Lexology https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmxleG9sb2d5LmNvbS9saWJyYXJ5L2RldGFpbC5hc3B4P2c9N2M0MDM4NTEtOGJmZS00NGViLTg1OTMtNmEyZWQyZmFmMjJl0gEA?oc=5&utm_source=dlvr.it&utm_medium=twitter,0,0,0,0,
508,508,mets17,adar170,https://twitter.com/adar170/status/1665420972827070468#m,Ira Imbruvica going off patent  Calquence  Is why bgne not higher,2,0,0,0,inf
454,454,They Keep Saying Its Rare,mRNAdeaths,https://twitter.com/mRNAdeaths/status/1694339803477692867#m,In just 6 days between  16/08/23 - 22/08/23 health care professional recorded 7 deaths to the European medicine agency database for the Cancer drug Imbruvica which is produced by Johnson & Johnson https://www.adrreports.eu/en/index.html,5,0,0,0,inf
453,453,michelle b. hoffmann,mihoffmann,https://twitter.com/mihoffmann/status/1695439375683699163#m,I can’t remember if we spoke about this but have you read   https://www.amazon.com/gp/aw/d/1324074752/ref=tmm_pap_swatch_0?ie=UTF8&qid=&sr=  Apparently imbruvica and Scientology are related #biotech,2,0,1,0,inf
452,452,Protect Our Care,ProtectOurCare,https://twitter.com/ProtectOurCare/status/1694761992412602701#m,"AbbVie’s Imbruvica costs Americans an average of $7,118 annually.  It costs: 🇦🇺 34% less in Australia 🇨🇦 50% less in Canada 🇫🇷 58% less in France  Big drug company greed is bankrupting our seniors.",2,1,1,0,inf
104,104,Derrick,dgingery,https://twitter.com/dgingery/status/1707386433386795047#m,"Interesting ... #Pinksheet #Pharma: Imbruvica, Enbrel, Stelara Offer Best Chance Of Savings From Medicare Negotiation In First Round pink.citeline.com/articles/2…",0,0,0,0,
105,105,"Pink Sheet, Citeline Regulatory",PharmaPinkSheet,https://twitter.com/PharmaPinkSheet/status/1707304802147836244#m,"Imbruvica, Enbrel, Stelara Offer Best Chance Of Savings From Medicare Negotiation In First Round https://bit.ly/465ensE #PinkSheet",0,0,0,0,
106,106,Barb 💙,Babs4963,https://twitter.com/Babs4963/status/1707119280582451361#m,"What about these? Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara and Fiasp/NovoLog insulin products.",0,0,0,0,
107,107,Brian Higgins,RepBrianHiggins,https://twitter.com/RepBrianHiggins/status/1707094568804442455#m,"Thanks to the #InflationReductionAct, medicare beneficiaries will save hundreds each year on life-saving prescriptions like:  Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, & Fiasp/NovoLog.",6,2,3,0,inf
108,108,Toto,TotoInTheAir,https://twitter.com/TotoInTheAir/status/1706929060448723365#m,ibrutinib / Imbruvica worldwide market : 10B (1) 140 mg (90 pills) : $18 000 (2) Import substitution potential : unknown Manufacturing company name : unknown (1) https://www.presstv.ir/Detail/2023/09/23/711405/Iran-produces-cancer-drug-Ibrutinib-leukemia-lymphoma  (2) https://www.drugs.com/price-guide/imbruvica,0,0,0,0,
109,109,Dividend Wave,DividendWave,https://twitter.com/DividendWave/status/1706334544654172232#m,All approved $ABBV oncology drugs have been developed with partner companies  Imbruvica with (Janssen) $JNJ Venclexta with Genentech (Roche) epcoritamab with Danish company Genmab,1,0,1,0,inf
110,110,de ZorgSector,dezorgsector,https://twitter.com/dezorgsector/status/1705444766190838137#m,"Human medicines European public assessment report (EPAR): Imbruvica, ibrutinib, Lymphoma, Mantle-Cel #thuiszorg https://www.dezorgsector.eu/2023/09/human-medicines-european-public_26.html?utm_source=dlvr.it&utm_medium=twitter",0,0,0,0,
111,111,Wilson Cheung,Sanctuary_Bio,https://twitter.com/Sanctuary_Bio/status/1705271032398086297#m,how much Imbruvica rev come from WM indication?,0,0,1,0,inf
112,112,Linda Irving,LindaIr83064164,https://twitter.com/LindaIr83064164/status/1704504969217392686#m,If IMBRUVICA’s Price isn’t lowered I will go bankrupt,0,0,0,0,
113,113,China Pharmacy,ChinaPharmacy,https://twitter.com/ChinaPharmacy/status/1704208546966163855#m,"Imbruvica is no longer expensive. If you ask, you know.💬",0,0,0,0,
473,473,Just Watching Data,Ivaj960612,https://twitter.com/Ivaj960612/status/1683411004938387456#m,"Depends on how different the best in class is. E.g. with BTKi, I doubt that Calquence/Brukinsa will ever reach the peak revenue that Imbruvica had. Similar with Kisqali/Verzenio vs Ibrance (growth fuelled by adjuvant setting, not so much by BIC profile in metastatic).",1,0,0,0,inf
474,474,Oncology Nursing News,OncNursingNews,https://twitter.com/OncNursingNews/status/1681454026129571848#m,Patients with chronic lymphocytic leukemia (CLL) experienced improvements in progression-free survival (PFS) following frontline treatment with fixed-duration ibrutinib (Imbruvica) plus venetoclax (Venclexta). #CLL #oncology #nursing https://ow.ly/RzFb50P90av,0,0,0,0,
475,475,BioCalifornia,BioCalifornia,https://twitter.com/BioCalifornia/status/1681174505325228032#m,New patent for Pharmacyclics Inc drug IMBRUVICA https://www.drugpatentwatch.com/blog/new-patent-for-pharmacyclics-inc-drug-imbruvica-9/?utm_source=dlvr.it&utm_medium=twitter,0,0,0,0,
478,478,China Pharmacy,ChinaPharmacy,https://twitter.com/ChinaPharmacy/status/1680066646831169536#m,IMBRUVICA® (ibrutinib) is a cancer medicine used to treat: Adults with chronic lymphocytic leukemia (CLL)/Small lymphocytic lymphoma (SLL). Adults with chronic lymphocytic leukemia (CLL)/Small lymphocytic lymphoma (SLL) with 17p deletion. Adults with Waldenström's WM and cGVHD.,0,0,0,0,
507,507,mets17,adar170,https://twitter.com/adar170/status/1666463727120424961#m,what's crazy  he stole 2 insane oncology drugs for pennies for JNJ  Imbruvica & caryvekti,6,0,0,0,inf
506,506,Tony Sagami Freedom Adviser,freedomadviser,https://twitter.com/freedomadviser/status/1667491704910512130#m,"Time to look at #AbbVie and its 4.2% dividend yield? Yes, it is.   AbbVie is a pharmaceutical powerhouse with a rich portfolio of life-saving drugs and robust pipeline of next generation winners.   #ABBV #Dividends #Pharmaceuticals #Humira #Imbruvica #botox",1,0,0,0,inf
505,505,Tony Sagami,Tony_Sagami,https://twitter.com/Tony_Sagami/status/1667492311239106561#m,"Time to look at #AbbVie and its 4.2% dividend yield? Yes, it is.    AbbVie is a pharmaceutical powerhouse with a rich portfolio of life-saving drugs and robust pipeline of next generation winners.     #ABBV #Dividends #Pharmaceuticals #Humira #Imbruvica #botox",3,0,1,0,inf
504,504,Christopher Yasiejko 🌻🇺🇦,yasiejko,https://twitter.com/yasiejko/status/1669104447773892615#m,NEW: @AbbVie's Pharmacyclics alleges @BeiGeneGlobal's Brukinsa blood-cancer drug—whose US sales more than doubled after its approval in January for two key treatment indications—infringes a patent covering $ABBV's Imbruvica that was issued Tuesday.  https://news.bloomberglaw.com/ip-law/abbvie-says-beigene-cancer-drug-infringes-new-imbruvica-patent,1,0,0,0,inf
503,503,CN Wire,Sino_Market,https://twitter.com/Sino_Market/status/1669260648134631424#m,⚡Chinese biotech company BeiGene falls 8.75% in the US pre-market session after closing down 12.4% in Hong Kong today. AbbVie's Pharmacyclics alleges $BGNE's Brukinsa blood-cancer drug infringes a patent covering its Imbruvica that was issued Tuesday.,8,5,1,0,inf
502,502,Newsquawk,Newsquawk,https://twitter.com/Newsquawk/status/1669333764948783104#m,$PTEN +2.5% $NEX -4%: To combine in an all-stock deal w/ enterprise value of $5.4bln  $BGNE -7%: $ABBV alleges cos. Brukinsa blood-cancer drug infringes a patent covering its Imbruvica  $KR -4%: EPS beat but rev. missed & re-affirmed FY outlook  $NEWR -5.5%: COO Friedrich resigns,0,0,1,0,inf
501,501,patesalo,patesalo_e,https://twitter.com/patesalo_e/status/1669403704171315201#m,AbbVie sues BeiGene over brand-new Imbruvica patent as blood ... - FiercePharma https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmZpZXJjZXBoYXJtYS5jb20vcGhhcm1hL2FiYnZpZS1zdWVzLWJlaWdlbmUtb3Zlci1icmFuZC1uZXctaW1icnV2aWNhLXBhdGVudC1ibG9vZC1jYW5jZXItYmF0dGxlLWhlYXRz0gEA?oc=5&utm_source=dlvr.it&utm_medium=twitter,0,0,0,0,
500,500,Crain's Chicago Business,CrainsChicago,https://twitter.com/CrainsChicago/status/1669405268990410752#m,AbbVie company gets into patent fight with Imbruvica rival ow.ly/TKOg104KHOB,1,0,0,0,inf
499,499,FiercePharma,FiercePharma,https://twitter.com/FiercePharma/status/1669419505167024153#m,AbbVie sues BeiGene over brand-new Imbruvica patent as blood cancer rivalry heats up https://www.fiercepharma.com/pharma/abbvie-sues-beigene-over-brand-new-imbruvica-patent-blood-cancer-battle-heats,0,0,0,0,
498,498,Minhua Chu,chuminhua432,https://twitter.com/chuminhua432/status/1669561834318491650#m,"In a new lawsuit, AbbVie’s Pharmacyclics unit contends BeiGene’s Brukinsa infringes a patent on its blood cancer drug Imbruvica. Both Imbruvica and Brukinsa are irreversible #BTK inhibitors approved in CLL or SLL.  https://www.fiercepharma.com/pharma/abbvie-sues-beigene-over-brand-new-imbruvica-patent-blood-cancer-battle-heats",1,0,1,0,inf
497,497,IPQore,IpQore,https://twitter.com/IpQore/status/1669561981383106560#m,AbbVie has opened a new front in its blood cancer drug rivalry against BeiGene.  @abbvie  Pharmacyclics unit contends @BeiGeneGlobal  Brukinsa infringes a patent on its blood cancer drug Imbruvica.   Lawsuit: https://bit.ly/3NHWCZX,1,0,0,0,inf
496,496,Pharmtales,thepharmtales,https://twitter.com/thepharmtales/status/1669963093923835908#m,"IN A HEATED DISPUTE OVER BLOOD CANCER TREATMENT, ABBVIE SUES BEIGENE OVER A BRAND-NEW IMBRUVICA PATENT  https://pharmtales.com/in-a-heated-dispute-over-blood-cancer-treatment-abbvie-sues-beigene-over-a-brand-new-imbruvica-patent/ #abbvie #beiGene #lmbruvica #pharmanews #pharmaupdates #news #pharmtales #medicaladvancement",0,0,0,0,
495,495,Eric English 🇮🇪,ericengy,https://twitter.com/ericengy/status/1670149308463628290#m,"AbbVie has faced criticism over the high cost of its cancer drug Imbruvica, which is used to treat certain types of leukemia and lymphoma. The drug costs tens of thousands of dollars per year and has been accused of being unaffordable for many patients.",3,1,1,0,inf
